ResponseDate,CompletionDate,Q1_PropertyType,Q2_LastContact,Q3_RateQuality_City staff treated me fairly and with respect.,Q3_RateQuality_City staff were knowledgeable.,Q3_RateQuality_City staff went the extra mile to make sure I got what I needed.,Q3_RateQuality_I received a response to my inquiry in a timely manner.,Q3_RateQuality_The response I received provided me with the information I required.,"Q3_RateQuality_Overall, I was satisfied with the quality of customer service I received.",Q4a_Experience,OSType,DeviceType,BrowserType,Q3_Own_Rent (Study: Profiling Questionnaire 2014),GENDER (Study: Profiling Questionnaire 2014),Q7_Children (Study: Profiling Questionnaire 2014),Q8_Born_Canada (Study: Profiling Questionnaire 2014),Q9a_Edmonton (Study: Profiling Questionnaire 2014),Q10_Own_Business (Study: Profiling Questionnaire 2014),Q11_Home_Language (Study: Profiling Questionnaire 2014),Q12_Employment_Status (Study: Profiling Questionnaire 2014),Q13_Volunteer (Study: Profiling Questionnaire 2014),Q14a_Primary_Transportation (Study: Profiling Questionnaire 2014),Q14b_Secondary_Transportation (Study: Profiling Questionnaire 2014),Q15_Household_Income (Study: Profiling Questionnaire 2014),Q16_Education (Study: Profiling Questionnaire 2014),Q17_City_Employee (Study: Profiling Questionnaire 2014),FSA (Study: Profiling Questionnaire 2014),Age_Rollup_Detailed (Study: Profiling Questionnaire 2014)
02/17/2015 12:00:00 PM,02/17/2015 12:09:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Firefox,Rent,Male,No,No,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Public Transit,"$30,000 to $39,999",Post-graduate degree,,T5E,70-74
02/10/2015 04:49:00 PM,02/10/2015 05:00:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Male,No,No,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$80,000 to $99,999",Post-graduate degree,,T6J,70-74
02/12/2015 11:43:00 AM,02/12/2015 11:55:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,Retired,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,College / technical school graduate,,T5N,65-69
02/10/2015 08:27:00 PM,02/10/2015 08:44:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Internet Explorer,Rent,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",Post-graduate degree,No,T5K,45-49
02/13/2015 10:10:00 AM,02/13/2015 10:38:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Android,Phone,Android,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",University undergraduate degree,Yes,T5K,35-39
02/11/2015 12:32:00 PM,02/11/2015 12:46:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",Post-graduate degree,,T6H,65-69
02/14/2015 10:38:00 AM,02/14/2015 10:46:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Public Transit,Walk,"$60,000 to $79,999",University undergraduate degree,Yes,T5K,55-59
02/10/2015 11:53:00 AM,02/10/2015 11:58:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,University undergraduate degree,Yes,T5Y,35-39
02/10/2015 05:27:00 PM,02/10/2015 05:55:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",College / technical school graduate,No,T5R,45-49
02/17/2015 09:52:00 PM,02/17/2015 09:58:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,High school graduate,No,T5A,30-34
02/13/2015 11:25:00 PM,02/13/2015 11:53:00 PM,I don’t own property,,,,,,,,,Linux,Desktop,Firefox,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),No,Car/truck/Van as DRIVER,Walk,"$20,000 to $29,999",Post-graduate degree,Prefer not to say,T5K,35-39
02/17/2015 09:08:00 AM,02/17/2015 09:14:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",College / technical school graduate,No,T6W,30-34
02/14/2015 10:59:00 PM,02/14/2015 11:11:00 PM,I don’t own property,,,,,,,,,iOS,Tablet,Safari,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$80,000 to $99,999",High school graduate,No,T5H,30-34
02/13/2015 10:29:00 PM,02/13/2015 10:48:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Phone,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",University undergraduate degree,Yes,T6C,35-39
02/17/2015 01:38:00 PM,02/17/2015 01:47:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,Yes,Yes,Greater than 5 years,No,English,Homemaker,Yes,Car/truck/Van as DRIVER,Walk,"$80,000 to $99,999",College / technical school graduate,,T5Z,35-39
02/10/2015 10:13:00 AM,02/10/2015 10:24:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Android,Phone,Android,Own,Male,Yes,Yes,Greater than 5 years,No,English,Other (Specify),No,Car/truck/van as PASSENGER,Car/truck/Van as DRIVER,Prefer not to answer,University undergraduate degree,,T6X,30-34
02/13/2015 01:52:00 PM,02/13/2015 02:04:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Phone,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,College / technical school graduate,No,T6T,30-34
02/16/2015 07:50:00 PM,02/16/2015 07:58:00 PM,I don’t own property,,,,,,,,,iOS,Tablet,Unknown,,,,,,,,,,,,,,,,Did not answer
02/10/2015 04:20:00 PM,02/10/2015 04:32:00 PM,Residential property,Within the last year,3 Neither,3 Neither,3 Neither,3 Neither,1 Strongly Disagree,3 Neither,Negative,iOS,Phone,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Homemaker,No,Car/truck/van as PASSENGER,Public Transit,"$100,000 to $149,000",College / technical school graduate,,T5W,40-44
02/15/2015 09:40:00 PM,02/15/2015 09:49:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Between 1 to 2 years,No,English,Employed full-time (30+ hours a week),Yes,Walk,Public Transit,"$50,000 to $59,999",Post-graduate degree,No,T5K,30-34
02/10/2015 06:26:00 PM,02/10/2015 06:37:00 PM,Residential property,Within the last 3 months,2 Somewhat Disagree,2 Somewhat Disagree,2 Somewhat Disagree,4 Somewhat Agree,2 Somewhat Disagree,2 Somewhat Disagree,Don't know,iOS,Phone,Safari,Own,Male,No,Yes,Less than 1 year,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$60,000 to $79,999",University undergraduate degree,No,T5W,25-29
02/15/2015 01:34:00 PM,02/15/2015 01:49:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/van as PASSENGER,"$150,000 and over",Post-graduate degree,No,T6C,25-29
02/11/2015 05:36:00 PM,02/12/2015 01:28:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,Yes,English,Retired,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,"Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",,T6J,65-69
02/10/2015 04:23:00 PM,02/10/2015 04:30:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",Post-graduate degree,No,T6M,30-34
02/13/2015 02:04:00 PM,02/13/2015 02:11:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Phone,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",High school graduate,No,T5T,35-39
02/12/2015 06:10:00 PM,02/12/2015 06:21:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Internet Explorer,Rent,Male,No,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$100,000 to $149,000",High school graduate,No,T6W,35-39
02/10/2015 08:58:00 PM,02/10/2015 09:05:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Male,No,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$150,000 and over","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T5X,55-59
02/15/2015 09:09:00 AM,02/15/2015 09:15:00 AM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Walk,"$80,000 to $99,999",High school graduate,No,T5X,50-54
02/11/2015 08:20:00 AM,02/12/2015 08:36:00 AM,Residential property,Within the last 3 months,4 Somewhat Agree,4 Somewhat Agree,3 Neither,2 Somewhat Disagree,3 Neither,3 Neither,Negative,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T5T,30-34
02/12/2015 07:45:00 AM,02/12/2015 07:52:00 AM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Retired,No,Public Transit,Walk,Prefer not to answer,College / technical school graduate,,T6J,65-69
02/11/2015 05:57:00 PM,02/11/2015 06:07:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,No,Public Transit,Car/truck/Van as DRIVER,"$30,000 to $39,999",College / technical school graduate,,T5K,65-69
02/10/2015 04:53:00 PM,02/10/2015 05:10:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Bicycle,Car/truck/Van as DRIVER,"$60,000 to $79,999",Post-graduate degree,No,T6E,45-49
02/17/2015 07:44:00 AM,02/17/2015 08:18:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,Yes,Yes,Greater than 5 years,Yes,English,Homemaker,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,Prefer not to answer,College / technical school graduate,,T6M,45-49
02/10/2015 05:48:00 PM,02/10/2015 05:57:00 PM,I don’t own property,,,,,,,,,iOS,Phone,Safari,Rent,Female,No,Yes,Greater than 5 years,No,English,Retired,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",College / technical school graduate,,T6R,65-69
02/16/2015 11:57:00 AM,02/16/2015 01:05:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,No,No,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$60,000 to $79,999",Post-graduate degree,No,T5X,65-69
02/11/2015 10:54:00 AM,02/11/2015 11:00:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,No,English,Homemaker,No,Car/truck/Van as DRIVER,Public Transit,"$60,000 to $79,999",College / technical school graduate,,T5A,60-64
02/10/2015 09:26:00 PM,02/10/2015 09:43:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Android,Tablet,Android,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",College / technical school graduate,No,T6M,40-44
02/12/2015 06:37:00 PM,02/12/2015 06:55:00 PM,Residential property,Within the last 3 months,5 Strongly Agree,4 Somewhat Agree,2 Somewhat Disagree,2 Somewhat Disagree,3 Neither,3 Neither,Don't know,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Bicycle,Car/truck/Van as DRIVER,"$60,000 to $79,999",University undergraduate degree,,T6C,55-59
02/11/2015 05:23:00 PM,02/11/2015 05:49:00 PM,Residential property,Within the last year,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,4 Somewhat Agree,Negative,Windows,Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$30,000 to $39,999",Post-graduate degree,No,T6H,70-74
02/11/2015 12:25:00 AM,02/11/2015 12:36:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Android,Phone,Safari,Own,Female,No,No,Between 3 to 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,No,T5W,25-29
02/13/2015 12:32:00 PM,02/13/2015 12:53:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",Post-graduate degree,,T5K,70-74
02/10/2015 04:08:00 PM,02/10/2015 04:17:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Bicycle,Car/truck/Van as DRIVER,"$100,000 to $149,000",Post-graduate degree,No,T6E,30-34
02/11/2015 02:02:00 AM,02/11/2015 06:33:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",University undergraduate degree,No,T6J,60-64
02/10/2015 05:54:00 PM,02/10/2015 06:01:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,Yes,No,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),No,Car/truck/Van as DRIVER,Walk,Prefer not to answer,University undergraduate degree,No,T6X,40-44
02/13/2015 10:20:00 PM,02/13/2015 10:43:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$60,000 to $79,999",Post-graduate degree,No,T5N,70-74
02/16/2015 11:12:00 AM,02/16/2015 11:23:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Bicycle,"$150,000 and over",Post-graduate degree,No,T5R,50-54
02/12/2015 03:34:00 PM,02/12/2015 03:47:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",University undergraduate degree,,T5A,70-74
02/11/2015 07:54:00 AM,02/11/2015 08:03:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Unknown,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,College / technical school graduate,,T6C,55-59
02/11/2015 12:48:00 PM,02/11/2015 12:58:00 PM,Residential property,I don't recall,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,Yes,English,Other (Specify),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,Post-graduate degree,,T6L,55-59
02/11/2015 03:56:00 PM,02/11/2015 04:03:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Bicycle,Walk,Prefer not to answer,University undergraduate degree,No,T6C,55-59
02/10/2015 04:40:00 PM,02/10/2015 05:09:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,Prefer not to say,T6V,30-34
02/17/2015 02:42:00 PM,02/17/2015 03:39:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Bicycle,"$50,000 to $59,999",High school graduate,,T5W,55-59
02/10/2015 08:01:00 PM,02/10/2015 08:16:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Firefox,Own,Male,Yes,Yes,Greater than 5 years,No,English,Other (Specify),No,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",University undergraduate degree,,T6E,45-49
02/13/2015 04:33:00 PM,02/13/2015 04:54:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",College / technical school graduate,,T6J,65-69
02/10/2015 09:02:00 PM,02/10/2015 09:13:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T6C,25-29
02/11/2015 10:33:00 AM,02/11/2015 10:46:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,Yes,English,Retired,Yes,Car/truck/Van as DRIVER,Bicycle,"$150,000 and over","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",,T6R,60-64
02/13/2015 12:26:00 PM,02/13/2015 12:40:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,"$150,000 and over",University undergraduate degree,No,T5E,50-54
